학교,체험처,체험처_위도,체험처_경도,학교_위도,학교_경도
감문중학교,국립종자원,36.12628545,128.19291404888932,36.21758894,128.1861782
감문중학교,김천요리제과 직업전문학교,36.1181018,128.1238108,36.21758894,128.1861782
감문중학교,김천은호승마 클럽,36.1676257,128.2010368,36.21758894,128.1861782
감문중학교,나다음에듀,35.8662683,128.6305281,36.21758894,128.1861782
감포중학교,위덕대학교,36.01221125,129.28441145446098,35.81078851,129.5061535
감포중학교,위덕대학교,36.01221125,129.28441145446098,35.81078851,129.5061535
감포중학교,화랑마을,35.8601721,129.1895572,35.81078851,129.5061535
감포중학교,화랑마을,35.8601721,129.1895572,35.81078851,129.5061535
강구중학교,청하기청산식물원,36.1944228,129.3362513,36.35361053,129.3803591
경구중학교,경북청소년,36.1587802,128.260222,36.14854107,128.307609
경구중학교,경북환경연수원,36.1258311,128.3363634,36.14854107,128.307609
경구중학교,경북환경연수원,36.1258311,128.3363634,36.14854107,128.307609
경구중학교,금융감독원,35.85833785,128.62749349835593,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.14854107,128.307609
경구중학교,한국생산성본부,35.8769113,128.6262538,36.14854107,128.307609
경구중학교,활동진흥센터,35.8702574,128.5931978,36.14854107,128.307609
경산여자중학교,경산마태우리승마장,35.82159,128.82356,35.8177642,128.7299454
경산여자중학교,경산수학체험센터,35.8198801,128.7186019,35.8177642,128.7299454
경산여자중학교,남부미래교육관,35.8198801,128.7186019,35.8177642,128.7299454
경산여자중학교,삼성현 역사문화공원,35.8011788,128.7991059,35.8177642,128.7299454
경산여자중학교,청소년수련원,35.8297256,128.8145149,35.8177642,128.7299454
경산제일중학교,경산소방서,35.83834935,128.76951226991162,35.81594134,128.8278876
경산제일중학교,남부미래교육관,35.8198801,128.7186019,35.81594134,128.8278876
경산제일중학교,청도운문산,35.67868,128.98294,35.81594134,128.8278876
경산제일중학교,학생문화예술회관,36.0735235,129.39151722903216,35.81594134,128.8278876
경산제일중학교,한국에너지공단,35.835766,128.5097092,35.81594134,128.8278876
경산제일중학교,화랑교육원,35.8556705,129.2248811,35.81594134,128.8278876
경산중학교,남부미래교육관,35.8198801,128.7186019,35.82428626,128.7484647
경산중학교,아트힐다락,35.8442862,128.5905428,35.82428626,128.7484647
경산중학교,영남일보,35.8769113,128.6262538,35.82428626,128.7484647
경주중학교,경주 고도도예,35.8556705,129.2248811,35.84315899,129.2266807
경주중학교,경주 서악서원,35.8556705,129.2248811,35.84315899,129.2266807
경주중학교,경주 황성공원,35.8607325,129.210739,35.84315899,129.2266807
계림중학교,황성숲,35.87055,129.21522,35.86411253,129.214146
구룡포중학교,경상북도교육청 영일도서관,36.11381955,129.3459188,35.99179076,129.5659125
구룡포중학교,경주엑스포대공원,35.8331602,129.2926403,35.99179076,129.5659125
구룡포중학교,포항 남부 청소년경찰학교,36.01659,129.3682629,35.99179076,129.5659125
구룡포중학교,포항시 진로진학지원센터,36.0190154,129.3432304248518,35.99179076,129.5659125
구룡포중학교,포항시 진로진학지원센터,36.0190154,129.3432304248518,35.99179076,129.5659125
구미신평중학교,전통문화체험학교,35.98284,128.35992,36.12688507,128.3634079
구미신평중학교,한국 청소년 진로 개발원,35.8738161,128.6403593,36.12688507,128.3634079
구미신평중학교,한국 청소년 진로 개발원,35.8738161,128.6403593,36.12688507,128.3634079
구미신평중학교,핸즈체험터,35.8024072,128.4964134,36.12688507,128.3634079
구미여자중학교,글로벌인재개발연구원,35.820083,128.7311572,36.12523333,128.3269776
구미여자중학교,미래핵심인재교육원,36.1020797,128.3820047,36.12523333,128.3269776
구미여자중학교,㈜경북숲연구소,36.1249459,128.3340271,36.12523333,128.3269776
구미인덕중학교 ,구미대학교,36.1501925,128.2883339216063,36.16233057,128.4387572
구미인덕중학교 ,구미진로체험지원센터,36.1501925,128.2883339216063,36.16233057,128.4387572
구미인덕중학교 ,김천녹색미래과학관,36.1245979,128.18457853174817,36.16233057,128.4387572
구미인덕중학교 ,김천녹색미래과학관,36.1245979,128.18457853174817,36.16233057,128.4387572
구미인덕중학교 ,나다음에듀,35.8662683,128.6305281,36.16233057,128.4387572
구미인덕중학교 ,법문화교육센터,36.1467066,128.0914574,36.16233057,128.4387572
구미인덕중학교 ,법문화교육센터,36.1467066,128.0914574,36.16233057,128.4387572
구미인덕중학교 ,법문화교육센터,36.1467066,128.0914574,36.16233057,128.4387572
구미중학교,김천녹색미래과학관,36.1245979,128.18457853174817,36.14668047,128.3292902
구미중학교,미래인재교육원,35.847321699999995,128.58504502768838,36.14668047,128.3292902
구미중학교,행복한교육총연합회,35.8566739,128.6029157,36.14668047,128.3292902
군위중학교,국립칠곡숲체원,36.0791924,128.4123174,36.24547463,128.5697899
군위중학교,국제아트앤아카데미,35.825086,128.5269945,36.24547463,128.5697899
군위중학교,김천녹색미래과학관,36.1245979,128.18457853174817,36.24547463,128.5697899
군위중학교,선산청소년수련원,36.2429557,128.2990433,36.24547463,128.5697899
군위중학교,스프링캠프,35.8100628,128.5274016,36.24547463,128.5697899
군위중학교,한국청소년 체험세상,35.8575916,128.5801721,36.24547463,128.5697899
군위중학교,한국청소년 체험세상,35.8575916,128.5801721,36.24547463,128.5697899
근화여자중학교,경주박물관,35.8289938,129.2216496,35.87058466,129.2273172
근화여자중학교,교육청문화원,36.0735235,129.39151722903216,35.87058466,129.2273172
금성중학교,핸즈체험터,35.8024072,128.4964134,36.25441645,128.690147
금성중학교,핸즈체험터,35.8024072,128.4964134,36.25441645,128.690147
금성중학교,핸즈체험터,35.8024072,128.4964134,36.25441645,128.690147
금성중학교,핸즈체험터,35.8024072,128.4964134,36.25441645,128.690147
금성중학교,핸즈체험터,35.8024072,128.4964134,36.25441645,128.690147
금성중학교,핸즈체험터,35.8024072,128.4964134,36.25441645,128.690147
금성중학교,핸즈체험터,35.8024072,128.4964134,36.25441645,128.690147
금오중학교,미래핵심인재교육원,36.1020797,128.3820047,36.08528382,128.3703889
금오중학교,한국가이던스,35.825086,128.5269945,36.08528382,128.3703889
기계중학교,경주임실치즈학교,35.7463,129.18683,36.07736697,129.1960801
기계중학교,기라성볼링장,36.0355791,129.3614492,36.07736697,129.1960801
기계중학교,오즈94카페,36.0682127,129.3950327,36.07736697,129.1960801
기계중학교,플라워 바이보윤,36.0260089,129.3383904,36.07736697,129.1960801
기계중학교,환호55골프장,36.0427183,129.3675923,36.07736697,129.1960801
기성중학교,법원 견학(영덕),36.4157398,129.372212,36.79929299,129.4572006
기성중학교,승마체험 (캠프홀스),37.00609,129.37109,36.79929299,129.4572006
기성중학교,울진 엑스포,36.9711531,129.3982674,36.79929299,129.4572006
기성중학교,울진군 일원,36.94445,129.28631,36.79929299,129.4572006
기성중학교,울진발명센터,36.9499466,129.3791071,36.79929299,129.4572006
길안중학교,경북지역경제교육센터,36.8097325,128.6217935,36.45903834,128.8946102
길안중학교,솔밤도요,36.6169667,128.6638872,36.45903834,128.8946102
김천중앙중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.14144223,128.0842226
김천중앙중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.14144223,128.0842226
김천중앙중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.14144223,128.0842226
김천중앙중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.14144223,128.0842226
김천중앙중학교,행복드림인재개발원,35.8718359,128.623812,36.14144223,128.0842226
김천중앙중학교,행복드림인재개발원,35.8718359,128.623812,36.14144223,128.0842226
남정중학교,강구정보고등학교,36.37562,129.37399,36.28382203,129.3702125
대도중학교,경상북도교육청문화원,36.0735235,129.39151722903216,36.07284812,129.3965964
대도중학교,청소년수련관,35.8432432,129.2481931,36.07284812,129.3965964
대동중학교,경북교육청 문화원,36.0735235,129.39151722903216,36.05831145,129.3571484
대동중학교,경북교육청 문화원,36.0735235,129.39151722903216,36.05831145,129.3571484
대동중학교,청소년수련관,35.8432432,129.2481931,36.05831145,129.3571484
도개중학교,구미 가죽공방,36.1258471,128.3319366,36.30151219,128.3301698
도개중학교,구미 공방,36.1249459,128.3340271,36.30151219,128.3301698
도개중학교,구미 라탄공방,36.153839,128.3087137,36.30151219,128.3301698
도개중학교,구미 르보네르,36.1248245,128.3631479,36.30151219,128.3301698
도개중학교,구미 메리오븐,36.1445221,128.4235758,36.30151219,128.3301698
도개중학교,김천 애니멀파크,36.1060556,128.1723657,36.30151219,128.3301698
도개중학교,김천 직지 공원,36.124497,128.0221553,36.30151219,128.3301698
도개중학교,대구 아쿠아리움,35.8765658,128.6262441,36.30151219,128.3301698
도개중학교,대구 안전 테마파크,35.9607123,128.6955617,36.30151219,128.3301698
도송중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.147709,128.3204363
도송중학교,행복한교육총연합회,35.8566739,128.6029157,36.147709,128.3204363
도송중학교,행복한교육총연합회,35.8566739,128.6029157,36.147709,128.3204363
동로중학교,국제클라이밍센터,36.6050058,128.2071233,36.77602945,128.3136429
동로중학교,만천하스카이워크,36.994977,128.27209,36.77602945,128.3136429
동로중학교,무섬마을,36.7307157,128.6210771,36.77602945,128.3136429
동로중학교,문경청소년문화의집,36.5852723,128.1953038,36.77602945,128.3136429
동로중학교,예천곤충생태원,36.8101562,128.4570897,36.77602945,128.3136429
동로중학교,예천양수발전소,36.739847,128.4368377,36.77602945,128.3136429
동로중학교,웹툰방탈출파크,36.77216455,128.6304223352816,36.77602945,128.3136429
동로중학교,진남철도자전거,36.6535852,128.1283296,36.77602945,128.3136429
동산여자중학교,국립산림치유원,36.8101562,128.4570897,36.81859532,128.6455246
동산여자중학교,선비촌한과,36.8411052,128.5905771,36.81859532,128.6455246
동산여자중학교,영주선비도서관,36.8190199,128.6071886,36.81859532,128.6455246
마성중학교,북부메이커센터,36.5619787,128.7244652,36.69529959,128.133819
마성중학교,점촌도서관,36.5852723,128.1953038,36.69529959,128.133819
모서중학교 ,나무이음소,36.4104478,128.1590614,36.34441508,127.9610567
모서중학교 ,상주도서관,36.4104478,128.1590614,36.34441508,127.9610567
모서중학교 ,상주박물관,36.45927,128.2400371,36.34441508,127.9610567
모서중학교 ,상주수학체험센터,36.4122349,128.1623874,36.34441508,127.9610567
모서중학교 ,상주함창명주길쌈방,36.5758229,128.1591402,36.34441508,127.9610567
모서중학교 ,상주활공장,36.42631,128.27152012181708,36.34441508,127.9610567
모서중학교 ,예천양궁체험장,36.6547,128.4521,36.34441508,127.9610567
모서중학교 ,이랑도예,36.3981763,128.1581772,36.34441508,127.9610567
모서중학교 ,플라워 샤론,36.4104478,128.1590614,36.34441508,127.9610567
무산중학교,경북문화재단 문화재연구원,35.92362,128.89645,35.84478145,129.0961167
무산중학교,꽃밭놀이터,35.8582247,129.2198852,35.84478145,129.0961167
무산중학교,꽃밭놀이터,35.8582247,129.2198852,35.84478145,129.0961167
무산중학교,상명도예,35.8556705,129.2248811,35.84478145,129.0961167
무산중학교,상명도예,35.8556705,129.2248811,35.84478145,129.0961167
무산중학교,알숨달숨사회적협동조합,35.89356,129.17407,35.84478145,129.0961167
무산중학교,해와달,35.9868667,129.4070743,35.84478145,129.0961167
무산중학교,해와달,35.9868667,129.4070743,35.84478145,129.0961167
무산중학교,해와달,35.9868667,129.4070743,35.84478145,129.0961167
무산중학교,행복드림인재개발원,35.8718359,128.623812,35.84478145,129.0961167
무을중학교,꿈여울,35.8066874,128.5358555,36.25877943,128.1891946
무을중학교,하하수미,35.97119,128.3058,36.25877943,128.1891946
문경서중학교,문경발명교육센터,36.6312457,128.2058608,36.73977014,128.1061611
문경서중학교,문경불정자연휴양림,36.5858541,128.1870612,36.73977014,128.1061611
문경서중학교,문경활공랜드,36.7373158,128.1070695,36.73977014,128.1061611
문경서중학교,상주생물자원간,36.4447045,128.2554417,36.73977014,128.1061611
문경서중학교,안동산힘항공관리소,36.5420192,128.7266552,36.73977014,128.1061611
문경서중학교,의성안전체험관,36.4494762,128.3565875,36.73977014,128.1061611
문경서중학교,점촌도서관,36.6021773,128.2023075,36.73977014,128.1061611
문경서중학교,청소년문화의집,36.5852723,128.1953038,36.73977014,128.1061611
문경중학교,경북지역경제교육센터,36.8097325,128.6217935,36.60597442,128.2059638
문경중학교,문경교육지원청,36.6312457,128.2058608,36.60597442,128.2059638
문경중학교,문경청소년 문화의집,36.5852723,128.1953038,36.60597442,128.2059638
문경중학교,성보촌,36.6470719,128.1778732,36.60597442,128.2059638
문경중학교,종이마루,36.5861654,128.1831327,36.60597442,128.2059638
문명중학교,경산시립박물관,35.8149088,128.7634874,35.80503215,128.7451394
문명중학교,대구한의대,35.8626979,128.6110868,35.80503215,128.7451394
문명중학교,영남대,35.847321699999995,128.58504502768838,35.80503215,128.7451394
문명중학교,운문사,35.74829,128.96022,35.80503215,128.7451394
벽진중학교,대구 이월드,35.8522393,128.5623122,35.96103444,128.2128533
별빛중학교,경주,35.83680925,129.08845997945525,36.00232912,129.0432455
별빛중학교,대구한의대학교,35.825122,128.741329,36.00232912,129.0432455
부계중학교,경상북도교육청 남부메이커교육센터,35.8198801,128.7186019,36.07957908,128.6548326
부계중학교,군위 청소년문화예술체험,36.2399401,128.568785,36.07957908,128.6548326
부구중학교,울진국립해양과학관,37.0749605,129.4052629,37.09896401,129.3569442
부구중학교,울진발명교육센터,36.9499466,129.3791071,37.09896401,129.3569442
부석중학교,국립산림치유원,36.8101562,128.4570897,36.97753241,128.6528943
부석중학교,더클레이도예공방,36.8222405,128.6072404,36.97753241,128.6528943
사동중학교,글로벌인재개발연구원,35.820083,128.7311572,35.81400185,128.7590562
사동중학교,나다음에듀,35.8662683,128.6305281,35.81400185,128.7590562
사동중학교,미래인재교육원,35.847321699999995,128.58504502768838,35.81400185,128.7590562
사동중학교,지오펀창직 진로대구센터,35.8639697,128.6180897,35.81400185,128.7590562
사동중학교,지오펀창직 진로대구센터,35.8639697,128.6180897,35.81400185,128.7590562
사동중학교,한국청소년 진로개발원,35.8738161,128.6403593,35.81400185,128.7590562
산내중학교,경주 금강공방,35.7508972,129.1966246,35.75291163,129.0467673
산내중학교,경주교육지원청,35.8466485,129.2302702,35.75291163,129.0467673
산동중학교,메이커교육관,36.1113716,128.356324,36.16872002,128.4402807
산북중학교,경상북도교육청북부메이커센터,36.5619787,128.7244652,36.65452817,128.2594665
산북중학교,상주월드컵볼링장,36.4123628,128.1491075,36.65452817,128.2594665
산북중학교,예천국제양궁장,36.6547,128.4521,36.65452817,128.2594665
산양중학교,국제 승마장,36.4104478,128.1590614,36.6133604,128.2555182
산양중학교,점촌공공도서관,36.6021773,128.2023075,36.6133604,128.2555182
상도중학교,경상북도교육청문화원,36.0720456,129.391512,36.01453645,129.3616232
상모중학교,경북숲연구소,36.1249459,128.3340271,36.09083563,128.3596617
상모중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.09083563,128.3596617
상모중학교,행복드림인재개발원,35.8718359,128.623812,36.09083563,128.3596617
상주중학교,국립 낙동강 생물 자원관,36.4366002,128.2504499,36.42902055,128.1558594
석적중학교,경북과학대학,36.2399401,128.568785,36.06409306,128.4056548
석적중학교,미래인재교육원,36.1020797,128.3820047,36.06409306,128.4056548
석적중학교,빛하민커뮤니케이션,36.1582024,128.2603792,36.06409306,128.4056548
석적중학교,정인에듀,35.9927198,128.3872542,36.06409306,128.4056548
석전중학교,글로벌인재개발연구원,35.820083,128.7311572,36.00305954,128.4093092
석전중학교,빛하민커뮤니케이션,36.1582024,128.2603792,36.00305954,128.4093092
석전중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.00305954,128.4093092
선덕여자중학교,한국비전 교육원,35.8639697,128.6180897,35.83862147,129.2242275
선덕여자중학교,화랑교육원,35.8556705,129.2248811,35.83862147,129.2242275
선덕여자중학교,화랑교육원,35.8556705,129.2248811,35.83862147,129.2242275
성산중학교,대구공업대,35.8372531,128.5467398,35.75092754,128.3619612
성산중학교,삼진어묵,35.8765658,128.6262441,35.75092754,128.3619612
성산중학교,영진전문대,35.9001853,128.6197536,35.75092754,128.3619612
성산중학교,한국장학재단,35.8774839,128.6071275,35.75092754,128.3619612
성신여자중학교,허씨비단공장,36.5553126,128.2000455,36.42809793,128.1635092
성의중학교,국립낙동강생물자원관,36.4366002,128.2504499,36.1158414,128.1386181
성의중학교,김천녹색미래과학과,36.1245979,128.18457853174817,36.1158414,128.1386181
성의중학교,김천시 교육지원청,36.1211655,128.1183869,36.1158414,128.1386181
성의중학교,학생문화예술센터,36.09132,128.23089,36.1158414,128.1386181
